ID_wyr,date,case,snod,dens,Shr5,deer,tri,cc
MC205F_2019,2/22/19,0,0.515698463,405.9588928,0,0.053500291,11.67768097,5094.5
MC205F_2019,2/22/19,0,0.242373198,385.5780334,0,0.009578163,0.847541809,5486
MC206F_2019,1/28/19,0,0.350057602,364.525177,0.32,0.128678888,4.272827148,0
MC206F_2019,1/28/19,0,0.44022882,387.4046326,0.84,0.149052305,2.937187195,2926
MC206F_2019,1/28/19,0,0.074258331,294.8107605,0,0.033771905,5.141021729,4521.5
MC206F_2019,1/28/19,0,0.101040646,321.7767029,0.44,0.056699805,4.63533783,4057
MC206F_2019,1/28/19,0,0.395285666,383.827179,0.36,0.041446146,1.297172546,3653.5
MC206F_2019,1/28/19,1,0.34664768,366.6296539,0.2,0.297124594,8.949214935,0
MC206F_2019,2/9/19,0,0.470926628,323.5762634,0.08,0.168513308,4.556148529,0
MC206F_2019,2/9/19,0,0.333536148,219.0565414,0.08,0.026426501,2.020385742,4992.5
MC206F_2019,2/9/19,0,0.508531511,315.6473083,0.08,0.167996357,10.0643692,3772
MC206F_2019,2/9/19,0,0.191160619,136.4948578,0.24,0.03364746,4.304275513,4061
MC206F_2019,2/9/19,0,0.141888581,70.45302582,0,0.042899666,5.417545319,5452.5
MC206F_2019,2/9/19,1,0.724687099,258.4124756,0,0.244542161,15.42341614,0
MC206F_2019,3/8/19,1,0.296157688,329.6722107,0.12,0.01946263,2.161407471,4044
MC206F_2019,3/8/19,0,0.623197258,395.8328552,0.56,0.04493591,2.904418945,3757
MC206F_2019,3/8/19,0,0.696401775,396.0624695,0.8,0.1284759,3.843994141,2471
MC206F_2019,3/8/19,0,0.308092847,339.9616089,0.12,0.057638143,6.352149963,4621.5
MC206F_2019,3/8/19,0,0.181916893,261.2271881,0.04,0.035724661,4.667503357,4544
MC206F_2019,3/8/19,0,0.478155136,348.5365601,0.44,0.100524395,5.249595642,0
MC221M_2019,1/3/19,0,0.183413491,338.5021362,0.8,0.179467087,3.046226501,0
MC221M_2019,1/3/19,1,0.240513921,330.5943604,0.8,0.1929587,5.734275818,2670
MC221M_2019,1/3/19,0,0.157724246,343.7795715,0.2,0.042132909,8.684432983,5209
MC221M_2019,1/3/19,0,0.109344222,308.6991882,0,0.006399812,0.841445923,6408
MC221M_2019,1/3/19,0,0.180905744,297.2041016,0,0.022290529,4.441291809,5785
MC221M_2019,1/3/19,0,0.144396394,255.6004181,0,0.036145534,12.68892288,6017.5
MC221M_2019,1/19/19,1,0.202251717,258.326355,0.4,0.302624737,12.38110542,0
MC221M_2019,1/19/19,0,0.235170677,280.8450928,0,0.032912791,4.167690277,6749.5
MC221M_2019,1/19/19,0,0.481029689,327.8596802,0.42,0.139805401,7.515949249,0
MC221M_2019,1/19/19,0,0.258076191,297.8014221,0,0.082728329,7.842498779,4750
MC221M_2019,1/19/19,0,0.500182986,317.9957275,0.68,0.071047213,3.583953857,3163
MC221M_2019,1/19/19,0,0.669459254,352.7725677,0.24,0.053041541,9.035697937,4761.5
MC221M_2019,3/14/19,0,0.553598285,435.3411713,0.32,0.358431024,10.08588409,0
MC221M_2019,3/14/19,1,0.342611849,448.6047363,0.4,0.313102573,6.059947968,0
MC221M_2019,3/14/19,0,0.426189065,436.2691345,0,0.15839464,3.49797821,0
MC221M_2019,3/14/19,0,0.104856864,393.6559601,0.04,0.017732944,3.065731049,5848
MC221M_2019,3/14/19,0,0.608999729,420.6102295,0.04,0.023768348,4.573158264,5308
MC221M_2019,3/14/19,0,0.185869977,382.7757874,0,0.03136399,6.881835938,6375
MC222F_2019,12/4/18,0,0,211.4646149,0.1,0.08065158,6.472866058,4876.5
MC222F_2019,12/4/18,0,0.010941105,210.8098602,0,0.016913073,0,0
MC222F_2019,12/4/18,1,0.010508922,218.3903732,0,0.045498494,0.867769241,0
MC222F_2019,12/4/18,0,0.014620888,221.646637,0.96,0.248743639,6.180812836,2480
MC222F_2019,12/4/18,0,0.006370338,278.1195679,0.92,0.109663245,1.869199753,0
MC222F_2019,12/4/18,0,0,214.6833649,0.58,0.217852556,13.14410019,0
MC222F_2019,12/24/18,0,0.044400774,185.9043732,0.8,0.1995095,2.378959656,0
MC222F_2019,12/24/18,0,0.24143526,275.8896484,0.96,0.501937084,14.37740707,0
MC222F_2019,12/24/18,1,0.056781247,182.1763611,0.16,0.047153971,0.544136047,4562
MC222F_2019,12/24/18,0,0.040801568,153.0695343,0.24,0.099837973,6.677425385,4339
MC222F_2019,12/24/18,0,0.04214669,188.1183929,0.92,0.266197181,2.753383636,0
MC222F_2019,12/24/18,0,0.053431775,175.3529282,0.66,0.114976279,0.895938873,0
MC222F_2019,1/6/19,1,0.203908861,315.0406799,0.08,0.04955096,0.082267761,0
MC222F_2019,1/6/19,0,0,294.0411072,0,0.037641985,7.258483887,5090
MC222F_2019,1/6/19,0,0.333270907,316.1787109,0.36,0.033493986,1.323120117,3047
MC222F_2019,1/6/19,0,0.062529683,223.9288635,0.88,0.138288236,1.778896332,0
MC222F_2019,1/6/19,0,0.313840926,312.2745056,0.04,0.022886987,4.136947632,5382
MC222F_2019,1/6/19,0,0.128747635,282.9330292,1,0.273541582,2.672138214,0
MC222F_2019,1/13/19,0,0.048012681,239.1870422,0,0.184617963,3.890983582,0
MC222F_2019,1/13/19,0,0.349692136,335.3985291,0.76,0.247090993,10.37872314,2911
MC222F_2019,1/13/19,0,0.090781242,259.6689148,0,0.062809213,0.078077316,0
MC222F_2019,1/13/19,0,0.192430288,311.2461548,0.96,0.368586039,5.826705933,0
MC222F_2019,1/13/19,1,0.21172294,313.2987366,0.56,0.093542516,6.046512604,3237.5
MC222F_2019,1/13/19,0,0.19384113,292.7877502,0.96,0.499504056,10.1303978,0
MC225F_2019,12/3/18,1,0.029004052,186.1228333,0.28,0.075217505,5.580184937,3426
MC225F_2019,12/3/18,0,0.059155885,224.304306,0.72,0.164670344,6.221050262,0
MC225F_2019,12/3/18,0,0.106878534,241.0066681,0.16,0.162685005,9.768676758,0
MC225F_2019,12/3/18,0,0.132569656,251.9682312,0.2,0.092725408,9.139816284,3130.5
MC225F_2019,12/3/18,0,0.072496846,230.3650208,0.2,0.242323221,9.781524658,3211
MC225F_2019,12/3/18,0,0.06600289,228.7965393,0,0.043274855,13.00700378,3437
MC225F_2019,12/20/18,0,0.272605225,298.4568481,0.44,0.141274051,7.753463745,0
MC225F_2019,12/20/18,1,0.213415109,287.3448792,0.46,0.257256063,7.445598602,1532.5
MC225F_2019,12/20/18,0,0.159663528,244.0634613,0.28,0.105395313,6.087692261,2754
MC225F_2019,12/20/18,0,0.33047998,277.6795807,0,0.059996991,10.42892456,0
MC225F_2019,12/20/18,0,0.196688056,277.8375854,0,0.060015433,12.38330078,0
MC225F_2019,12/20/18,0,0.239402175,254.8774414,0,0.049259585,14.87569427,4160
MC225F_2019,1/5/19,0,0.008593771,271.1040115,0,0.050556246,9.19744873,5189
MC225F_2019,1/5/19,1,0.276631564,312.9867859,0,0.195338941,4.827201843,0
MC225F_2019,1/5/19,0,0.484225869,360.6326904,0.56,0.071816136,7.15423584,2545
MC225F_2019,1/5/19,0,0.369852647,341.0888672,0.48,0.189850236,10.31581116,2379
MC225F_2019,1/5/19,0,0.309235394,334.9566956,0,0.047106542,8.08946991,3926.5
MC225F_2019,1/5/19,0,0.145786196,307.6375122,0,0.079494862,11.5265007,4455
MC225F_2019,1/15/19,0,0.323567212,329.9371338,0.72,0.15381286,5.946796417,2801.5
MC225F_2019,1/15/19,0,0.384554625,370.0823364,0.72,0.059174974,4.274108887,2842
MC225F_2019,1/15/19,0,0.234084725,344.2919312,0.56,0.084660566,8.932022095,3036
MC225F_2019,1/15/19,1,0.255207568,330.5555725,1,0.421481985,11.76929474,1850
MC225F_2019,1/15/19,0,0.453469247,328.891922,0.3,0.08042948,3.766792297,0
MC225F_2019,1/15/19,0,0.017599331,255.1418152,0,0.032737947,11.66387939,5790
MC225F_2019,1/22/19,0,0.172101766,293.09552,0.2,0.071568336,8.067764282,3830
MC225F_2019,1/22/19,0,0.465021119,353.522171,0.16,0.231763225,10.64871979,0
MC225F_2019,1/22/19,0,0.412775517,378.2008972,0.56,0.150150334,8.459739685,3085.5
MC225F_2019,1/22/19,1,0.40019916,329.221405,0.74,0.311003402,7.389316559,0
MC225F_2019,1/22/19,0,0.479998708,348.3424377,0,0.05146574,10.82163239,0
MC225F_2019,1/22/19,0,0.380222544,345.8807526,0,0.049660903,13.72543335,3846
MC225F_2019,2/9/19,0,0.50937438,265.7235413,0.28,0.073193828,4.563209534,3845
MC225F_2019,2/9/19,0,1.176433086,265.7172241,0.4,0.053997353,2.601013184,0
MC225F_2019,2/9/19,0,0.546029508,288.9707031,0.04,0.141918111,3.06602478,0
MC225F_2019,2/9/19,1,0.478070408,324.1960144,0.36,0.038396505,0.584815979,0
MC225F_2019,2/9/19,0,0.752665728,298.3692322,0.56,0.092353512,4.766326904,2972.5
MC225F_2019,2/9/19,0,0.607149899,330.3140717,0.96,0.303153639,8.949314117,1675.5
MC225F_2019,2/20/19,0,0.546821326,379.7184906,0.16,0.369376229,10.33111572,0
MC225F_2019,2/20/19,0,0.443468839,369.8607788,0.76,0.231389357,8.924594879,0
MC225F_2019,2/20/19,0,0.11338653,238.4032288,0,0.057299108,10.67512512,5096.5
MC225F_2019,2/20/19,1,0.585703135,370.3458557,0.96,0.462665254,10.45295715,0
MC225F_2019,2/20/19,0,0.709944367,376.8122559,0.04,0.164168253,9.819046021,0
MC225F_2019,2/20/19,0,0.475678504,377.0665588,0.64,0.026598694,0.859039307,0
MC225F_2019,3/12/19,1,0.470197767,432.0740356,0.16,0.217878245,7.59425354,0
MC225F_2019,3/12/19,0,0.805048466,386.9199829,0.24,0.087500847,6.297058105,0
MC225F_2019,3/12/19,0,0.77456367,399.4562378,0.24,0.115988584,9.267425537,0
MC225F_2019,3/12/19,0,0.140591279,328.8930969,0,0.06515872,11.6752243,6023
MC225F_2019,3/12/19,0,0.925902098,374.8475342,0.12,0.036046837,10.65258026,3236.5
MC225F_2019,3/12/19,0,0.600321621,380.9467468,0,0.039828919,10.7183075,3845.5
MC226F_2019,1/24/19,1,0.41582635,311.1769714,0.56,0.06410008,1.094551086,2323
MC226F_2019,1/24/19,0,0.177898236,286.756073,0,0.015102057,5.09292984,5296.5
MC226F_2019,1/24/19,0,0.165261775,293.6284637,0,0.006739928,1.227069855,5256
MC226F_2019,1/24/19,0,0.96967268,350.4373932,0.64,0.257359135,10.92221069,2039.5
MC226F_2019,1/24/19,0,1.292978644,338.6762085,0,0.088131678,10.62268066,0
MC226F_2019,1/24/19,0,1.128418088,394.4430847,0.16,0.145055981,9.162963867,0
MC226F_2019,2/2/19,0,0,395.6494751,0,0.04460402,6.727291107,5437.5
MC226F_2019,2/2/19,0,0.488458246,408.5314941,0.26,0.080493626,8.168563843,0
MC226F_2019,2/2/19,0,0,406.9764557,0,0.026733121,4.200302124,5030
MC226F_2019,2/2/19,0,0.80252111,406.0509949,0.2,0.060333452,10.50550842,4271
MC226F_2019,2/2/19,0,0.634800792,412.9046021,0.32,0.017149787,0.937515259,4326
MC226F_2019,2/2/19,1,0.571631193,424.838501,0.76,0.269398898,15.97335052,0
MC226F_2019,2/9/19,1,0.546704978,334.8544922,0.44,0.104048745,6.650257111,0
MC226F_2019,2/9/19,0,0.079791501,124.603096,0.12,0.065848074,6.673858643,5006
MC226F_2019,2/9/19,0,0.047149105,80.20504761,0,0.032200975,3.768360138,5087
MC226F_2019,2/9/19,0,0.707850575,344.4901581,0.08,0.092627464,11.09611893,3010
MC226F_2019,2/9/19,0,0.777305722,344.4885559,0.32,0.093857245,11.64601517,0
MC226F_2019,2/9/19,0,1.487774611,328.3940277,0.16,0.104984064,7.210708618,0
MC226F_2019,2/13/19,1,0.149297029,123.795929,0,0.087626721,14.03104401,5183
MC226F_2019,2/13/19,0,0.640280247,307.6967773,0.76,0.024200374,0.788360596,3161
MC226F_2019,2/13/19,0,0.802764475,316.9072571,0.56,0.156093983,9.425811768,4134
MC226F_2019,2/13/19,0,0.598925233,320.7302551,0.28,0.080624345,14.06210327,3954
MC226F_2019,2/13/19,0,1.405613124,287.5320282,0.14,0.093801215,10.95241547,0
MC226F_2019,2/13/19,0,0.870153427,331.3216553,0.8,0.101911558,7.074645996,3303
MC226F_2019,2/17/19,0,0.092143372,204.8202438,0.06,0.028714315,3.584068298,5429.5
MC226F_2019,2/17/19,1,0.07978604,211.2997284,0.12,0.007254112,0.483589172,4712
MC226F_2019,2/17/19,0,0.636658669,395.4203796,0.76,0.276450396,12.14584351,2719
MC226F_2019,2/17/19,0,0.334635109,361.6382751,0.84,0.182887225,10.70467758,3751.5
MC226F_2019,2/17/19,0,0.253718466,360.5003357,0.66,0.105380299,7.434009552,4188.5
MC226F_2019,2/17/19,0,1.011130393,403.4841614,0.76,0.036598428,4.26373291,2741
MC226F_2019,2/22/19,1,0.466091752,369.972229,0.08,0.019456443,1.091514587,4632
MC226F_2019,2/22/19,0,0.712912321,407.2135162,0,0.14153365,10.13587952,0
MC226F_2019,2/22/19,0,0.150616631,303.2256165,0,0.038250954,9.269302368,3881
MC226F_2019,2/22/19,0,0.195680559,369.7619324,0.56,0.021016376,1.153892517,3777
MC226F_2019,2/22/19,0,0.7558586,415.5410767,0.72,0.199061429,7.639198303,3999
MC226F_2019,2/22/19,0,0.672362745,415.1185913,0.6,0.16689635,15.83557129,0
MC226F_2019,2/27/19,0,0.449168146,393.4981995,0.16,0.012141884,0.556350708,2866
MC226F_2019,2/27/19,1,0.454041094,390.9386292,0.16,0.0153552,1.431526184,4291
MC226F_2019,2/27/19,0,0.075970896,269.7581177,0.04,0.073564854,7.114974976,4520
MC226F_2019,2/27/19,0,0.175125346,371.3137817,0.76,0.079097489,5.614532471,3423
MC226F_2019,2/27/19,0,0.880921841,417.0068512,0.04,0.048289609,10.47515106,0
MC226F_2019,2/27/19,0,0.578915477,396.0779419,0,0.015368447,20.77973175,4551
MC226F_2019,3/3/19,1,0.471302778,390.7296448,0.08,0.008896661,0.497627258,4993.5
MC226F_2019,3/3/19,0,0.069052584,255.1136932,0.08,0.036793911,3.181838989,4628
MC226F_2019,3/3/19,0,0.208789088,322.9941254,0.22,0.118784806,14.69356537,2683
MC226F_2019,3/3/19,0,0.506460458,380.1997375,0,0.065267734,8.899032593,4037.5
MC226F_2019,3/3/19,0,0.786311924,412.4710083,0.36,0.099148812,10.34886169,3714
MC226F_2019,3/3/19,0,1.035864413,415.1043701,0.18,0.042526291,9.539756775,0
MC226F_2019,3/14/19,1,0.430581242,435.885498,0.24,0.019633469,0.480209351,4915
MC226F_2019,3/14/19,0,0,435.4250488,0,0.040718919,6.965026855,5203
MC226F_2019,3/14/19,0,0.080744557,412.3003387,0.28,0.065476447,5.100803375,4540.5
MC226F_2019,3/14/19,0,0.234995589,449.1708069,0.16,0.043532051,9.245883942,5136.5
MC226F_2019,3/14/19,0,0.703383178,421.5012207,0.08,0.08906084,9.004684448,3559
MC226F_2019,3/14/19,0,1.249131322,440.4022675,0.2,0.12564103,8.313056946,0
MC226F_2020,12/5/19,0,0,211.8878937,0,0.058526267,5.524719238,5472
MC226F_2020,12/5/19,0,0.086210161,238.2742767,0.2,0.122452528,10.57741547,0
MC226F_2020,12/5/19,0,0.197463237,287.7480164,0.8,0.091061656,7.377609253,2104
MC226F_2020,12/5/19,0,0.09372469,204.7165375,0.06,0.011305983,8.963615417,0
MC226F_2020,12/5/19,0,0.078589018,190.3768311,0,0.014199497,11.99526215,7420.5
MC226F_2020,12/5/19,1,0.133053683,237.0154877,0.12,0.028633574,6.024932861,4050.5
MC226F_2020,12/9/19,0,0,396.319458,0,0.046045536,6.239944458,5240
MC226F_2020,12/9/19,0,0.019068858,174.6631165,0.44,0.043875312,4.927429199,4701
MC226F_2020,12/9/19,0,0.255286604,311.2670593,0,0.021452346,6.67791748,0
MC226F_2020,12/9/19,0,0.136656076,264.3615112,0.84,0.043442052,3.797927856,2178
MC226F_2020,12/9/19,0,0.127050295,259.9251099,0.24,0.007908309,3.236373901,0
MC226F_2020,12/9/19,1,0.140830345,258.27005,0.16,0.006528495,4.621376038,2522
MC226F_2020,12/19/19,0,0.058341948,186.9088821,0.04,0.03899722,5.202537537,5507
MC226F_2020,12/19/19,0,0.116705433,212.2958069,0.2,0.02834339,7.802597046,5533
MC226F_2020,12/19/19,0,0.1984955,236.0566254,0.94,0.156140691,5.170272827,3285.5
MC226F_2020,12/19/19,0,0.409545869,279.508606,0.72,0.006600278,6.323516846,2299
MC226F_2020,12/19/19,0,0.156996042,254.8957367,0,0.022433826,8.890792847,0
MC226F_2020,12/19/19,1,0.132194951,261.5405426,0,0.005013701,3.234886169,6956
MC226F_2020,12/31/19,1,0.300920993,281.7115479,0.48,0.068114099,1.785858154,0
MC226F_2020,12/31/19,0,0.427498728,321.9567566,0.72,0.179105554,7.540267944,3530
MC226F_2020,12/31/19,0,0.141705081,301.122757,0.02,0.017787592,2.490951538,5037
MC226F_2020,12/31/19,0,0.504785657,362.3956146,0,0.023202467,18.25871277,0
MC226F_2020,12/31/19,0,0.596453011,270.1582336,0.2,0.038960963,10.59703064,2272
MC226F_2020,12/31/19,0,0.375865102,314.462677,0.08,0.01680401,2.86605835,0
MC227F_2019,12/15/18,0,0.156473197,277.8269501,0,0.160667183,10.5187149,0
MC227F_2019,12/15/18,0,0.1090222,268.7125854,0.2,0.170327906,6.025665283,0
MC227F_2019,12/15/18,1,0.083076295,253.1889191,0.5,0.252333295,7.820720673,0
MC227F_2019,12/15/18,0,0.128870092,278.4600525,0,0.216389562,8.904312134,0
MC227F_2019,12/15/18,0,0.210752681,307.152771,0.04,0.070563036,7.354629517,0
MC227F_2019,12/15/18,0,0.167742647,259.2814026,0,0.029888519,7.515022278,3299.5
MC227F_2019,12/27/18,1,0.253844172,276.6110229,0.52,0.336802572,8.634552002,0
MC227F_2019,12/27/18,0,0.236212477,255.4711761,0.24,0.170616065,6.714355469,0
MC227F_2019,12/27/18,0,0.433170438,278.1535187,0.04,0.140911912,12.79824066,0
MC227F_2019,12/27/18,0,0.219740376,266.8325806,0,0.25200992,11.91229248,0
MC227F_2019,12/27/18,0,0.383303732,302.6599121,0,0.117226325,8.354064941,0
MC227F_2019,12/27/18,0,0.255602449,294.1719055,0.24,0.102550818,9.412246704,0
MC227F_2019,1/11/19,1,0.164274737,252.3777618,0,0.108294448,8.66217041,0
MC227F_2019,1/11/19,0,0.58600989,339.5449371,0,0.068408717,4.465354919,0
MC227F_2019,1/11/19,0,0.627064764,346.4637756,0,0.099401211,7.764953613,0
MC227F_2019,1/11/19,0,0.395335674,307.4999084,0.6,0.154188831,5.968093872,0
MC227F_2019,1/11/19,0,0.186901793,276.7783203,0,0.026700836,11.07963562,4208
MC227F_2019,1/11/19,0,0.349831045,328.8916931,0.44,0.090833099,7.634475708,3853
MC227F_2019,1/25/19,0,0.359610707,299.0595703,0,0.260678906,13.8952179,0
MC227F_2019,1/25/19,1,0.441567004,330.6255188,0,0.281256017,12.4286499,0
MC227F_2019,1/25/19,0,0.331362873,309.256424,0.04,0.088515747,2.579421997,0
MC227F_2019,1/25/19,0,0.529727548,354.7240295,0,0.20967653,13.77406311,0
MC227F_2019,1/25/19,0,0.504649043,346.4844971,0.3,0.092588899,7.076087952,4661
MC227F_2019,1/25/19,0,0.197904915,297.5505676,0.6,0.160668646,10.87956238,3049
MC227F_2019,2/3/19,0,0.259918272,374.6689453,0.4,0.080562583,2.898200989,0
MC227F_2019,2/3/19,0,0.337487638,370.3462524,0.28,0.24811262,7.866622925,0
MC227F_2019,2/3/19,0,0.389240324,399.064743,0.28,0.148247254,2.744758606,0
MC227F_2019,2/3/19,0,0.336993396,389.7887878,0.22,0.114904015,8.021209717,3927.5
MC227F_2019,2/3/19,1,0.540524453,417.6709595,0.56,0.121083282,11.60396576,3260
MC227F_2019,2/3/19,0,0.12699084,333.5595398,0.08,0.05831488,9.387489319,0
MC227F_2019,2/6/19,0,0.32201767,367.4317322,0.68,0.137734641,2.461853027,0
MC227F_2019,2/6/19,0,0.365807861,369.2277527,0,0.141906976,10.41160583,0
MC227F_2019,2/6/19,0,0.581927061,386.1973877,0.28,0.086750974,5.90914917,0
MC227F_2019,2/6/19,1,0.407082736,384.4026794,0.6,0.129228418,6.818847656,3675
MC227F_2019,2/6/19,0,0.302333504,390.3331604,0.48,0.034333828,6.910614014,4029
MC227F_2019,2/6/19,0,0.69813484,408.9498596,0.12,0.070206874,7.142318726,0
MC227F_2019,2/23/19,0,0.495832771,370.2179871,0,0.281914175,12.29866028,0
MC227F_2019,2/23/19,0,0.447936267,375.7570801,0.08,0.102609244,6.820495605,4777
MC227F_2019,2/23/19,0,0.648619115,397.8267975,0.24,0.120870253,9.947967529,0
MC227F_2019,2/23/19,1,0.66754365,402.5759888,0.56,0.064603562,9.800003052,3448
MC227F_2019,2/23/19,0,0.167359114,300.9551697,0.16,0.073680191,5.068008423,3559
MC227F_2019,2/23/19,0,0.437342882,355.8222656,0,0.043776352,11.63250732,4692
MC227F_2019,3/1/19,0,0.458808601,344.1559753,0.08,0.1803675,4.663070679,0
MC227F_2019,3/1/19,0,0.477202773,353.277359,0.64,0.176420784,3.427944183,0
MC227F_2019,3/1/19,0,0.526960284,362.5197296,0.68,0.082146584,1.701011658,0
MC227F_2019,3/1/19,0,0.641630292,370.0723572,0.08,0.1585592,4.993499756,0
MC227F_2019,3/1/19,0,0.447627038,352.7144775,0,0.016754638,7.822753906,5911
MC227F_2019,3/1/19,1,0.341449052,342.618927,0.36,0.085219123,8.24659729,3841.5
MC227F_2020,12/14/19,1,0.134809196,219.5582657,0.04,0.310156147,8.992095947,0
MC227F_2020,12/14/19,0,0.106243625,217.4871216,0.24,0.21072891,7.399177551,0
MC227F_2020,12/14/19,0,0.176379442,227.6525421,0.28,0.170951311,7.89012146,0
MC227F_2020,12/14/19,0,0.125404537,224.664978,0.68,0.124465016,3.062652588,1959
MC227F_2020,12/14/19,0,0.290877193,250.1566772,0.16,0.077438416,6.485519409,0
MC227F_2020,12/14/19,0,0.090059161,190.6589508,0.04,0.027686617,3.384292603,5209
MC227F_2020,12/27/19,0,0.260230616,299.0480652,0.08,0.155880719,11.54829407,0
MC227F_2020,12/27/19,0,0.179722235,300.7563477,0.08,0.153432409,4.936050415,0
